0,0119	265,9382
0,0331	291,2585
0,0644	309,7212
0,0750	314,9962
0,0925	320,7988
0,1094	326,0739
0,1262	329,7664
0,1437	331,3489
0,1612	333,9865
0,1881	340,8440
0,2019	341,8990
0,2531	346,6466
0,3006	348,7566
0,3531	350,3391
0,4019	352,4491
0,4525	354,0316
0,5000	355,0867
0,5519	355,0867
0,5994	356,1417
0,6525	356,1417
0,6988	356,6692
0,7375	356,6692
0,7538	356,6692
0,7869	356,6692
0,8125	356,1417
0,8369	356,6692
0,8619	356,6692
0,8881	356,6692
0,9244	356,1417
0,9444	356,1417
0,9588	356,1417
0,9769	356,1417
0,9969	356,1417
