0,0050	303,0878
0,0063	312,8386
0,0088	322,5894
0,0119	334,7779
0,0162	346,1538
0,0219	357,5298
0,0269	368,9057
0,0331	380,2817
0,0394	391,6576
0,0469	403,8462
0,0544	414,4095
0,0631	425,7855
0,0719	437,1614
0,0806	448,5374
0,0906	459,1008
0,1013	470,4767
0,1119	481,0401
0,1238	491,6035
0,1363	502,9794
0,1500	512,7302
0,1644	523,2936
0,1806	533,8570
0,1988	542,7952
0,2206	552,5460
0,2456	560,6718
0,2769	569,6100
0,3150	576,1105
0,3625	582,6110
0,4150	587,4865
0,4725	591,5493
0,5313	596,4247
0,5900	600,4875
0,6381	606,1755
0,6938	611,0509
0,7462	616,7389
0,7731	624,0520
0,8350	627,3022
0,8894	632,1777
0,9394	637,0531
0,9700	644,3662
0,9787	654,9296
0,9800	677,6815
0,9800	666,3055
