0,0025	221,0184
0,0037	228,3315
0,0050	234,8321
0,0063	242,9577
0,0081	249,4583
0,0094	256,7714
0,0113	263,2719
0,0162	270,5851
0,0188	278,7107
0,0237	284,3987
0,0281	290,8992
0,0331	297,3998
0,0400	304,7129
0,0494	312,8386
0,0587	319,3391
0,0688	324,2145
0,0806	330,7151
0,0962	337,2156
0,1150	342,9036
0,1412	347,7790
0,1706	352,6544
0,2094	355,9047
0,2569	359,9675
0,3113	362,4052
0,3688	364,0303
0,4294	364,8429
0,4931	366,4680
0,5594	368,9057
0,8306	373,7812
0,8981	374,5937
0,9494	377,0314
0,9800	396,5331
0,9800	381,9068
0,9806	388,4074
