0,0113	140,3712
0,0306	148,2599
0,0662	155,4524
0,0831	157,0766
0,1069	158,7007
0,1287	159,6288
0,1500	163,3411
0,1719	164,9652
0,1894	165,8933
0,2075	167,5174
0,2537	169,1415
0,2881	170,5336
0,3119	171,9258
0,3344	172,3898
0,3562	173,3179
0,4038	174,7100
0,4544	176,5661
0,5044	177,0302
0,5575	178,8863
0,6031	180,2784
0,6556	182,5986
0,7031	183,9907
0,7531	186,0789
0,8044	187,7030
0,8288	188,8631
0,8600	191,8793
0,8869	192,1114
0,9075	193,7355
0,9375	195,5916
0,9688	199,7680
0,9819	203,2483
0,9962	211,3689
