0,0069	89,7181
0,0262	103,4826
0,0556	114,9254
0,0794	121,2272
0,1050	128,5240
0,1213	132,0066
0,1444	134,8259
0,1625	137,3134
0,1850	139,6352
0,2056	141,4594
0,2531	145,1078
0,3050	147,7612
0,3344	149,5854
0,3556	150,0829
0,4031	152,0730
0,4531	153,8972
0,5050	155,5556
0,5562	157,3798
0,6050	159,5357
0,6550	161,3599
0,7044	163,3499
0,7550	166,3350
0,8044	169,6517
0,8250	171,6418
0,8562	174,2952
0,8813	177,7778
0,9044	181,5920
0,9287	186,7330
0,9538	193,3665
0,9781	204,1459
0,9862	210,1161
0,9931	217,2471
0,9950	226,2023
