0,0011	244,2428
0,0020	258,8974
0,0036	273,5520
0,0053	284,0195
0,0070	294,4871
0,0091	304,2568
0,0116	311,2352
0,0142	318,2135
0,0172	325,1919
0,0205	331,4724
0,0239	336,3573
0,0270	340,5443
0,0311	346,1270
0,0356	351,0119
0,0397	357,2924
0,0445	362,8751
0,0495	367,0621
0,0544	371,2491
0,0598	374,7383
0,0653	380,3210
0,0709	385,9037
0,0769	390,0907
0,0830	394,2777
0,0892	397,7669
0,0953	402,6518
0,1017	406,8388
0,1084	410,3280
0,1150	414,5150
0,1223	419,3999
0,1433	429,1696
0,1658	438,9393
0,1894	449,4068
0,2136	458,4787
