0,0094	178,7500
0,0306	200,0000
0,0594	218,1250
0,0787	229,3750
0,1019	235,6250
0,1213	241,2500
0,1437	245,6250
0,1656	251,2500
0,1875	255,6250
0,2037	256,8750
0,2537	261,8750
0,3056	267,5000
0,3562	269,3750
0,4038	272,5000
0,4544	273,1250
0,5038	275,0000
0,5525	277,5000
0,6044	278,7500
0,6538	279,3750
0,7031	279,3750
0,7519	280,0000
0,8050	282,5000
0,8256	283,7500
0,8544	283,7500
0,8800	283,7500
0,9056	285,0000
0,9169	290,0000
0,9275	288,1250
0,9400	293,7500
0,9544	290,6250
0,9750	297,5000
0,9850	300,0000
