3-1,
X,Y
1.0000 , 581.0127
0.9486 , 577.4777
0.9012 , 571.6737
0.8488 , 568.1364
0.7978 , 564.6027
0.7521 , 563.3591
0.7027 , 561.5377
0.6512 , 560.2813
0.6029 , 558.4623
0.5514 , 554.9273
0.5021 , 552.5363
0.4475 , 547.8551
0.3966 , 544.8910
0.3462 , 541.3584
0.3020 , 537.8399
0.2490 , 532.5926
0.1996 , 525.0750
0.1487 , 514.7058
0.1029 , 493.5256
0.0514 , 460.3704
0.0108 , 387.9360
