0,0075	64,3185
0,0181	79,8367
0,0375	94,7422
0,0569	102,9096
0,0756	106,3808
0,0956	110,0562
0,1144	113,3231
0,1356	117,8152
0,1556	119,2445
0,1737	121,0822
0,1925	122,1031
0,2431	125,3701
0,2937	126,3910
0,3438	128,8412
0,3913	130,6789
0,4419	131,9040
0,4931	132,9250
0,5444	134,9668
0,5950	138,6422
0,6463	141,2966
0,6963	146,1970
0,7475	151,3017
0,7975	161,5110
0,8475	183,3589
0,8994	230,3216
0,9506	295,8652
