0,0131	9,6190
0,0188	9,8709
0,0262	10,1700
0,0350	10,4691
0,0406	10,6108
0,0481	10,7683
0,0544	11,0044
0,0619	11,1776
0,0737	11,3665
0,0825	11,4767
0,0906	11,6184
0,1000	11,6971
0,1100	11,8230
0,1187	11,9018
0,1269	11,9962
0,1350	12,0907
0,1431	12,1379
0,1506	12,2166
0,1625	12,2796
0,1706	12,3583
0,1850	12,4213
0,1988	12,4843
0,2087	12,4843
0,2450	12,6102
0,2844	12,7047
0,3237	12,7204
0,3506	12,7991
0,3956	12,8149
0,4331	12,8778
0,4737	12,8778
0,5100	12,9093
0,5506	12,9093
0,5775	12,9251
0,6212	12,9565
0,6656	12,9565
0,7056	12,9880
0,7431	12,9565
0,7887	13,0353
0,8231	13,0353
0,8681	12,9723
0,9106	13,0353
0,9519	13,0510
0,9887	13,1455
