Figure_number,Sample_name,Total_surface_area[m2/g],Total_pore_volume[cm3/g],Micropore_volume[cm3/g],Mesopore_volume[cm3/g],Average_pore_diameter[nm],Activation_temperature[stC],Activation_time[min],Impregnation_ratio[agent/char],Activation_type,Activation_agent,Material_type
1_1,A835,851,0.37,0.35,,,,,,,,
1_1,A835ox,817,0.36,0.33,,,,,,,,
1_2,V840,956,0.44,0.40,,,,,,,,
1_2,V840ox,646,0.29,0.25,,,,,,,,
