Figure_number,Sample_name,Total_surface_area[m2/g],Total_pore_volume[cm3/g],Micropore_volume[cm3/g],Mesopore_volume[cm3/g],Average_pore_diameter[nm],Activation_temperature[stC],Activation_time[min],Impregnation_ratio[agent/char],Activation_type,Activation_agent,Material_type
2,CA1,1006.56,0.83,0.39,,,,,,,,
2,CA2,1227.60,1.01,0.46,,,,,,,,
2,CA3,1203.60,1.07,0.45,,,,,,,,
2_2,CA4,1206.27,1.29,0.47,,,,,,,,
2_2,CA5,798.51,0.89,0.38,,,,,,,,
2_2,CA6,1010.80,1.12,0.38,,,,,,,,
