Figure_number,Sample_name,Total_surface_area[m2/g],Total_pore_volume[cm3/g],Micropore_volume[cm3/g],Mesopore_volume[cm3/g],Average_pore_diameter[nm],Activation_temperature[stC],Activation_time[min],Impregnation_ratio[agent/char],Activation_type,Activation_agent,Material_type
1,CAC1800,141,0.07,0.06,,,,,,,,
1,CAC1900,378,0.18,0.17,,,,,,,,
1,CAC3800,600,0.26,0.25,,,,,,,,
1,CAC6800,1013,0.43,0.42,,,,,,,,
