Figure_number,Sample_name,Total_surface_area[m2/g],Total_pore_volume[cm3/g],Micropore_volume[cm3/g],Mesopore_volume[cm3/g],Average_pore_diameter[nm],Activation_temperature[stC],Activation_time[min],Impregnation_ratio[agent/char],Activation_type,Activation_agent,Material_type
1_1,IA2,429.00,0.201,0.162,,,,,,,,
1_1,IA3,319.60,0.166,0.137,,,,,,,,
1_1,IA4,344.10,0.166,0.160,,,,,,,,
1_2,CIA1,295.80,0.160,0.127,,,,,,,,
1_2,CIA3,375.00,0.194,0.166,,,,,,,,
1_2,CIA4,327.80,0.171,0.141,,,,,,,,
