Figure_number,Sample_name,Total_surface_area[m2/g],Total_pore_volume[cm3/g],Micropore_volume[cm3/g],Mesopore_volume[cm3/g],Average_pore_diameter[nm],Activation_temperature[stC],Activation_time[min],Impregnation_ratio[agent/char],Activation_type,Activation_agent,Material_type
1_1,HN700,870,0.39,0.31,,,,,,,,
1_1,HN800,1297,0.61,0.47,,,,,,,,
1_1,HN900,1963,1.15,0.64,,,,,,,,
1_2,WN700,927,0.39,0.34,,,,,,,,
1_2,WN800,1277,0.74,0.44,,,,,,,,
1_2,WN900,1468,0.76,0.52,,,,,,,,
1_3,PN700,979,0.41,0.35,,,,,,,,
1_3,PN800,1212,0.51,0.43,,,,,,,,
1_3,PN900,1962,1.03,0.68,,,,,,,,
