Figure_number,Sample_name,Total_surface_area[m2/g],Total_pore_volume[cm3/g],Micropore_volume[cm3/g],Mesopore_volume[cm3/g],Average_pore_diameter[nm],Activation_temperature[stC],Activation_time[min],Impregnation_ratio[agent/char],Activation_type,Activation_agent,Material_type
1,AC0520,262,0.2293,-,0.1263,3.501,-,,,,KOH,pitch
1,AC1020,598.6,0.384,-,0.1367,2.566,-,,,,KOH,pitch
1,AC2020,1652,0.9185,-,0.2167,2.224,-,,,,KOH,pitch
1,AC3020,1905,1.059,-,0.2114,2.224,-,,,,KOH,pitch
1,AC4020,2960,1.624,-,0.3084,2.195,-,,,,KOH,pitch
3,AC3020_f3,1905,1.059,-,0.2114,2.294,-,,,,KOH,pitch
3,AC3030_f3,2387,1.442,-,0.3764,2.417,-,,,,KOH,pitch
