Figure_number,Sample_name,Total_surface_area[m2/g],Total_pore_volume[cm3/g],Micropore_volume[cm3/g],Mesopore_volume[cm3/g],Average_pore_diameter[nm],Activation_temperature[stC],Activation_time[min],Impregnation_ratio[agent/char],Activation_type,Activation_agent,Material_type
8,S850,,0.41,0.38,,,,,,,,
8,S850-1273K,,0.37,0.35,,,,,,,,
8,S850-1473K,,0.38,0.33,,,,,,,,
8,S850-1673K,,0.29,0.24,,,,,,,,
8,S850-30%,,0.49,0.46,,,,,,,,
8,S850-65%,,0.54,0.48,,,,,,,,
