Figure_number,Sample_name,Total_surface_area[m2/g],Total_pore_volume[cm3/g],Micropore_volume[cm3/g],Mesopore_volume[cm3/g],Average_pore_diameter[nm],Activation_temperature[stC],Activation_time[min],Impregnation_ratio[agent/char],Activation_type,Activation_agent,Material_type
2,D-1,589,,,,,,,,,,
2,N-1,558,,,,,,,,,,
2,N-2,548,,,,,,,,,,
2,N-3,469,,,,,,,,,,
2,N-8,663,,,,,,,,,,
2,S-2,452,,,,,,,,,,
2,T-1,354,,,,,,,,,,
