Figure_number,Sample_name,Total_surface_area[m2/g],Total_pore_volume[cm3/g],Micropore_volume[cm3/g],Mesopore_volume[cm3/g],Average_pore_diameter[nm],Activation_temperature[stC],Activation_time[min],Impregnation_ratio[agent/char],Activation_type,Activation_agent,Material_type
1,C500,52,0.173,,,,,,,,,
1,CP55,802,0.639,0.235,,,,,,,,
1,CS600,577,0.359,0.203,,,,,,,,
1,CS700,641,0.415,0.240,,,,,,,,
1,CS850,540,0.286,0.205,,,,,,,,
