Figure_number,Sample_name,Total_surface_area[m2/g],Total_pore_volume[cm3/g],Micropore_volume[cm3/g],Mesopore_volume[cm3/g],Average_pore_diameter[nm],Activation_temperature[stC],Activation_time[min],Impregnation_ratio[agent/char],Activation_type,Activation_agent,Material_type
1,Z500,837,0.498,0.286,,,,,,,ZnCl2,
1,Z600,957,0.502,0.302,,,,,,,ZnCl2,
1,Z700,1086,0.598,0.326,,,,,,,ZnCl2,
1,Z800,1268,0.739,0.391,,,,,,,ZnCl2,
2,ZL3,810,0.446,0.237,,,,,,,ZnCl2,
2,ZL4,1086,0.598,0.326,,,,,,,ZnCl2,
2,ZL5,1356,0.872,0.371,,,,,,,ZnCl2,
2,ZL6,1423,0.953,0.376,,,,,,,ZnCl2,
