Figure_number,Sample_name,Total_surface_area[m2/g],Total_pore_volume[cm3/g],Micropore_volume[cm3/g],Mesopore_volume[cm3/g],Average_pore_diameter[nm],Activation_temperature[stC],Activation_time[min],Impregnation_ratio[agent/char],Activation_type,Activation_agent,Material_type
2,AC-500,2540,1.65,1.03,,2.60,,,,,,
2,AC-600,2530,1.57,1.03,,2.48,,,,,,
2,AC-700,2440,1.49,1.03,,2.44,,,,,,
2,AC-800,1750,1.02,0.69,,2.33,,,,,,
2,AC-900,1110,0.58,0.44,,2.10,,,,,,
6,AC-r-500,1020,0.52,0.41,,2.06,,,,,,
6,AC-r-600,1880,0.98,0.75,,2.08,,,,,,
6,AC-r-700,2310,1.28,0.92,,2.22,,,,,,
6,AC-r-800,2440,1.48,1.01,,2.43,,,,,,
