Figure_number,Sample_name,Total_surface_area[m2/g],Total_pore_volume[cm3/g],Micropore_volume[cm3/g],Mesopore_volume[cm3/g],Average_pore_diameter[nm],Activation_temperature[stC],Activation_time[min],Impregnation_ratio[agent/char],Activation_type,Activation_agent,Material_type
7,TPCSs-1-700,1515,0.67,0.64,,2.7,,,,,,
7,TPCSs-2-600,1338,0.54,0.50,,2.79,,,,,,
7,TPCSs-2-700,1797,0.75,0.70,,2.77,,,,,,
7,TPCSs-2-800,2149,0.94,0.80,,2.57,,,,,,
7,TPCSs-3-700,1779,0.74,0.68,,2.71,,,,,,
