Figure_number,Sample_name,Total_surface_area[m2/g],Total_pore_volume[cm3/g],Micropore_volume[cm3/g],Mesopore_volume[cm3/g],Average_pore_diameter[nm],Activation_temperature[stC],Activation_time[min],Impregnation_ratio[agent/char],Activation_type,Activation_agent,Material_type
1,ACM(1-1)500,604.4,0.335,,,,,,,,,
1,ACM(1-1)600,993.7,0.559,,,,,,,,,
1,ACM(1-1)700,757.2,0.401,,,,,,,,,
1,ACM(1-1)800,519.6,0.288,,,,,,,,,
1,ACM(1-1.5)600,1164,0.640,,,,,,,,,
1,ACM(1-2)600,1105,0.695,,,,,,,,,
1,ACS(1-1.5)600,921.2,0.506,,,,,,,,,
