Figure_number,Sample_name,Total_surface_area[m2/g],Total_pore_volume[cm3/g],Micropore_volume[cm3/g],Mesopore_volume[cm3/g],Average_pore_diameter[nm],Activation_temperature[stC],Activation_time[min],Impregnation_ratio[agent/char],Activation_type,Activation_agent,Material_type
4,APM-23,868,,0.40,,,,,,,,
4,APM-41,1421,,0.63,,,,,,,,
4,APM-55,1975,,0.87,,,,,,,,
4,APM-77,2600,,1.23,,,,,,,,
4,PM,299,,0.13,,,,,,,,
