Figure_number,Sample_name,Total_surface_area[m2/g],Total_pore_volume[cm3/g],Micropore_volume[cm3/g],Mesopore_volume[cm3/g],Average_pore_diameter[nm],Activation_temperature[stC],Activation_time[min],Impregnation_ratio[agent/char],Activation_type,Activation_agent,Material_type
1,AC-1-OX,594.0,1.031,0.130,,,,,,,,
1,AC-1-OXmw,600.4,2.340,0.156,,,,,,,,
1,AC-1mw,358.4,1.031,0.130,,,,,,,,
1,AC-2,346.7,1.686,0.140,,,,,,,,
1,AC-2mw,393.9,1.286,0.139,,,,,,,,
