FileName,Graph Number,Sample Name, S_BET, Total pore volume, Micropore volume
Data108,4,AC15-8-500,694,,
Data108,5,AC15-24-400,711,,
Data108,5,AC15-24-450,768,,
Data108,5,AC15-24-500,831,,
Data109,2,CA1,1006.56,0.83,0.39
Data109,2,CA2,1227.60,1.01,0.46
Data109,2,CA3,1203.60,1.07,0.45
Data109,2,CA4,1206.27,1.29,0.47
Data109,2,CA5,798.51,0.89,0.38
Data109,2,CA6,1010.80,1.12,0.38
Data110,2,CAC,,,
Data110,2,A-CAC-b,,,
Data110,2,M-CAC-c,,,
Data110,2,MA-CAC-d,,,
Data111,1,ADS1-900_700,554,0.32,0.26
Data111,1,ADS1-900_800,604,0.34,0.29
Data111,1,ADS1-900_900,511,0.28,0.23
Data111,2,ADS1-900-700,,,
Data111,2,ADS2-900-700,502,0.29,0.21
Data112,1,500,582,0.24,0.22
Data112,1,600,822,0.32,0.30
Data112,1,700,1295,0.54,0.49
Data112,1,800,2301,1.52,0.55
Data112,1,900,1707,1.24,0.54
Data113,2,SAC600_3_1,1695,1.838,0.727
Data113,2,SBP10,1900,1.338,0.823
Data114,1,BAG,1861,0.8,0.7
Data114,1,CS,2662,1.4,0.9
Data115,1,CAC1800,141,0.07,0.06
Data115,1,CAC1900,378,0.18,0.17
Data115,1,CAC3800,600,0.26,0.25
Data115,1,CAC6800,1013,0.43,0.42
Data116,1,PAC-0.2K2CO3-750-0.5,229,0.16,0.11
Data116,1,PAC-0.2KOH-750-0.5,182,0.12,0.08
Data116,1,PAC-0.5KOH-750-0.5,626,0.36,0.30
Data116,1,PAC-1.5K2CO3-750-0.5,669,0.43,0.35
Data116,1,PAC-750-0.5h,83,0.007,0.03
Data117,2,CTPC,415,0.18,0.16
Data117,2,CTZn,613,0.29,0.28
Data117,2,CTZnPC,816,0.37,0.36
Data117,2,CTPC-A,1256,0.60,0.54
Data117,2,CTZn-A,723,0.38,0.30
Data117,2,CTZnPC-A,960,0.42,0.40
Data118,1,GAC,865,,0.34
Data118,1,GACA,634,,0.25
Data118,1,GACO,787,,0.32
Data119,6,Xp0.25,,,
Data119,6,Xp0.50,,,
Data119,6,Xp0.80,785.38,0.5562,
Data120,1,AC-1-OX,594.0,1.031,0.130
Data120,1,AC-1-OXmw,600.4,2.340,0.156
Data120,1,AC-1mw,358.4,1.031,0.130
Data120,1,AC-2,346.7,1.686,0.140
Data120,1,AC-2mw,393.9,1.286,0.139
Data121,8,NDC-500,39,0.046,0.024
Data121,8,NDC-600,118,0.097,0.045
Data121,8,NDC-700,426,0.28,0.177
Data122,1,CF-0.5-400,1237.5,0.604,0.583
Data122,1,CF-1.0-400,1433.9,0.840,0.781
Data122,1,CF-1.5-400,1544.8,1.210,0.864
Data123,5,AC600,1200,0.605,0.457
Data123,5,AC800,502,0.302,0.178
Data123,5,AC1000,66,0.060,0.026
Data124,1,KKSN,755,0.445,0.348
Data124,1,KN,247,0.136,0.120
Data124,1,KSN,608,0.341,0.331
Data124,1,YKN,163,0.087,0.079
Data124,1,YKSN,237,0.131,0.115
Data124,1,KOH2,266,0.135,0.124
Data124,1,KOH3,312,0.155,0.151
Data124,1,KOHKN3,835,0.458,0.412
Data124,1,KOHKS3,569,0.281,0.258
Data124,1,KOHS2,437,0.295,0.189
Data124,1,KOHS3,456,0.235,0.206
Data125,3,bengkirai_wood_400,26,0.0062,0.0022
Data125,3,bengkirai_wood_600,80,0.0153,0.0042
Data125,3,bengkirai_wood_800,74,0.0130,0.0037
Data125,4,coconut_shells_400stC,263,0.0403,0.0260
Data125,4,coconut_shells_600stC,250,0.0649,0.0253
Data125,4,coconut_shells_800stC,271,0.0757,0.0409
Data125,7,coconut_shells_2h,100,0.0240,0.0086
Data125,7,coconut_shells_4h,251,0.0653,0.0255
Data125,7,coconut_shells_6h,249,0.0647,0.0253
Data125,8,bengkirai_wood_2h,26,0.0070,0.0029
Data125,8,bengkirai_wood_4h,81,0.0178,0.0061
Data125,8,bengkirai_wood_6h,74,0.0153,0.0054
Data126,1,AC-313.15-10-900-10,768,0.21,0.13
Data126,1,AC-313.15-20-540-8,578,0.17,0.12
Data126,1,AC-313.15-20-720-8,645,0.19,0.13
Data126,1,Ubtreated,352,0.12,0.08
Data127,1,f1,1120,0.636,0.160
Data128,1,ACI,,,
Data128,1,ACII,,,
Data129,1,AC-2,620,,0.29
Data129,1,AC-Na2CO3,730,,0.31
Data129,1,AC-NH4OH,530,,0.25
Data129,1,AC3-NaOH,620,,0.29
Data130,1,IA2,429.00,0.201,0.162
Data130,1,IA3,319.60,0.166,0.137
Data130,1,IA4,344.10,0.166,0.160
Data130,1,CIA1,295.80,0.160,0.127
Data130,1,CIA3,375.00,0.194,0.166
Data130,1,CIA4,327.80,0.171,0.141
Data131,1,RS-0,351,0.186,0.115
Data131,1,RS-1,525,0.291,0.187
Data131,1,RS-2,902,0.432,0.280
Data131,1,RS-3,751,0.670,0.434
Data132,3,C-500,978,0.58,0.30
Data132,3,C-600,1540,0.75,0.52
Data132,3,C-700,1538,0.79,0.41
Data133,2,OPKC10,1228,0.78,0.16
Data133,2,OPKC7,477,0.23,0.21
Data133,2,OPKC8,621,0.30,0.22
Data133,2,OPKC85,987,0.48,0.37
Data133,2,OPKC9,1177,0.59,0.40
Data133,2,OPKC95,1352,0.79,0.22
Data133,2,OPZn5,1215,0.68,0.13
Data133,2,OPZn8,836,0.52,0.12
Data133,2,OPZn9,,,
Data134,1,AC_0-400-1,1075.22,1.083,0.513
Data134,1,AC_15-400-1,1218.62,1.101,0.554
Data134,1,AC_30-400-1,1230.23,1.208,0.576
Data134,1,AC_45-400-1,1254.52,1.301,0.580
Data134,1,AC_60-400-1,1229.25,1.277,0.572
Data134,1,AC_75-400-1,1065.38,1.086,0.458
Data135,1,SC,102.3,0.066,
Data135,1,CC,933.9,0.567,
Data135,1,7AC,430.4,0.197,
Data135,1,P3,155.4,0.089,
Data136,1,3-1,1849,0.89,0.64
Data136,1,3.5-1,2010,0.98,0.80
Data136,1,4-1,2104,1.04,0.90
Data136,1,4.5-1,2312,1.21,1.05
Data136,1,5-1,2219,1.12,0.93
Data136,1,5.5-1,2171,1.09,0.85
Data136,1,6-1,2158,1.06,0.82
Data136,3,700_f3,2029,0.84,0.69
Data136,3,750_f3,2182,1.07,0.90
Data136,3,800_f3,2312,1.21,1.05
Data136,3,850_f3,2250,1.16,0.97
Data136,3,900_f3,2188,1.09,0.89
Data136,5,0.5h_f5,2066,1.02,0.82
Data136,5,1.5h_f5,2388,1.27,1.13
Data136,5,1h_f5,2312,1.21,1.05
Data136,5,2.5h_f5,2042,1.00,0.85
Data136,5,2h_f5,2146,1.13,0.98
Data137,2,PR1_600,972,0.39,0.37
Data137,2,PRO,1128,0.45,0.43
Data137,2,PR2_600_f2_2,758,0.31,0.29
Data137,2,PRO_f2_2,1128,0.45,0.43
Data137,2,PR3_600_f2_3,857,0.35,0.34
Data137,2,PRO_f2_3,1128,0.45,0.43
Data137,2,PR4_600_f2_4,983,0.40,0.38
Data137,2,PRO_f2_4,1128,0.45,0.43
Data138,1,SK-0.3-700,579,0.29,0.23
Data138,1,SK-0.5-600,710,0.44,0.29
Data138,1,SK-0.5-700,1060,0.52,0.44
Data138,1,SK-0.5-800,1134,0.68,0.46
Data138,1,SK-0.5-900,1193,0.71,0.48
Data138,1,SK-1-700,1316,0.63,0.55
Data138,1,SK-2-700,1395,0.86,0.56
Data138,1,SK-3-700,2040,0.89,0.82
Data138,1,SK-4-700,2792,1.04,0.92
Data139,2,N,980.4,0.67,0.33
Data139,2,NFC,670.3,0.49,0.25
Data139,2,NFM,649.4,0.47,0.22
Data140,2,C400-90,728,0.3586,0.3145
Data140,2,C500-90,685,0.3302,0.2956
Data140,2,C600-90,660,0.3164,0.2859
Data140,2,C400-90,753,0.3616,0.3265
Data140,2,C500-90,786,0.3936,0.3405
Data140,2,C600-90,709,0.3404,0.3053
Data140,3,AC1000-90,666,0.3284,0.2870
Data140,3,AC850-90,585,0.2722,0.2532
Data140,3,AC950-90,786,0.3936,0.3405
Data140,3,AC1000-120,665,0.3353,0.2848
Data140,3,AC850-120,627,0.2885,0.2716
Data140,3,AC900-120,764,0.3646,0.3299
Data140,3,AC950-120,782,0.3823,0.3352
Data141,2,CAC,1449,0.66,0.43
Data141,2,CACuO025,992,0.36,0.30
Data141,2,CACuO050,872,0.41,0.34
Data141,2,CAN23,884,0.39,0.33
Data141,2,CAN26,855,0.39,0.32
Data141,2,CAN83,1039,0.46,0.37
Data141,2,CAN86,875,0.36,0.33
Data142,1,CNR115,1714,0.94,0.64
Data142,1,CNR115-ox,929,0.45,0.36
Data142,1,CNR115-ox-am,352,0.21,0.14
Data143,1,SG-C,684,0.41,0.23
Data143,1,SG-CN1,1000,0.64,0.25
Data143,1,SG-CN2,1111,0.67,0.33
Data143,1,SG-CN3,727,0.48,0.18
Data144,2,FW400-KOH500,516.8,0.3034,0.2086
Data144,2,FW400-KOH600,807.0,0.4072,0.3295
Data144,2,FW400-KOH700,1116.0,0.6103,0.4396
Data144,2,FW400-KOH800,675.4,0.5435,0.2588
Data144,2,FW400-KOH6001,366.9,0.2111,0.1397
Data144,2,FW400-KOH6002,807.0,0.4072,0.3295
Data144,2,FW400-KOH6003,775.2,0.5084,0.3136
Data145,1,AC1-1h,1195,0.52,0.50
Data145,1,AC2-1h,1670,0.71,0.71
Data145,1,AC3-1h,3013,1.32,1.28
Data145,1,AC2-1-5h,1871,0.82,0.80
Data145,1,AC2-1h,1670,0.71,0.71
Data145,1,AC2-2h,1752,0.75,0.74
Data146,5,BKC-600-2,535,0.23,0.22
Data146,5,HKC-600-2,893,0.38,0.33
Data146,5,HKC-700-2,1339,0.68,0.52
Data146,5,HKC-800-1,2153,1.13,0.85
Data146,5,HKC-800-2,1587,1.00,0.55
Data147,4,MS-900-15,1011,0.585,0.5179
Data147,4,MS-900-30,1363,0.8454,0.6727
Data147,4,MS-900-45,1677,1.0250,0.8339
Data147,4,MS-900-60,1888,1.1570,0.9483
Data147,4,MS-900-75,2079,1.2120,0.9735
Data147,4,MC900-120,1703,1.0320,0.8153
Data147,4,MC900-150,1905,1.204,0.9365
Data147,4,MC900-180,2080,1.2700,0.9974
Data147,4,MC900-210,2288,1.2990,1.0120
Data147,4,MC900-60,1162,0.7159,0.5703
Data147,4,MC900-90,1425,0.8820,0.7022
Data147,4,MCS900-15,1139,0.6911,0.5869
Data147,4,MCS900-30,1424,0.8276,0.7229
Data147,4,MCS900-45,1761,1.1020,0.8773
Data147,4,MCS900-60,2020,1.2480,1.0080
Data147,4,MCS900-75,2194,1.2930,1.0100
Data148,1,HN700,870,0.39,0.31
Data148,1,HN800,1297,0.61,0.47
Data148,1,HN900,1963,1.15,0.64
Data148,1,WN700,927,0.39,0.34
Data148,1,WN800,1277,0.74,0.44
Data148,1,WN900,1468,0.76,0.52
Data148,1,PN700,979,0.41,0.35
Data148,1,PN800,1212,0.51,0.43
Data148,1,PN900,1962,1.03,0.68
Data149,4,10M,417.89,0.2124,0.1223
Data149,4,4M,535.37,0.2672,0.1518
Data149,4,6M,536.06,0.2660,0.1594
Data149,4,8M,486.22,0.2427,0.1440
Data149,4,unmodified,766.52,0.7829,0.1793
Data150,4,10stC,1343,0.9253,0.7004
Data150,4,30stC,1101,0.7800,0.5506
Data150,4,50stC,1076,0.7629,0.5336
Data150,4,5stC,1313,0.8962,0.6729
Data150,6,100min,,,
Data150,6,120min,,,
Data150,6,140min,,,
Data150,6,160min,,,
Data150,6,60min,,,
Data150,6,80min,,,
Data151,5,PAC0,643.40,0.57,0.14
Data151,5,PAC2,1083.00,0.61,0.38
Data151,5,PAC4,1417.00,0.88,0.72
Data151,5,PAC6,1626.00,0.96,0.50
Data151,5,PAC8,1724.00,1.09,0.39
Data152,1,PC1,565.67,0.47,0.10
Data152,1,PC2,957.25,0.51,0.17
Data152,1,PC3,1728.50,0.88,0.49
Data152,1,PC4,1373.70,0.76,0.14
Data153,4,GC-C01,117.78,0.08,0.03
Data153,4,GC-C02,991.95,0.51,0.25
Data153,4,GC-C03,2103.45,1.04,0.44
Data153,4,GC-C04,1616.22,0.85,0.19
Data154,4,Cork_AC,201,0.101,
Data154,4,Phloem_AC,515,0.285,
Data155,3,RK-500,366,0.21,0.08
Data155,3,RK-600,659,0.32,0.20
Data155,3,RK-700,859,0.40,0.24
Data155,3,RK-800,647,0.45,0.15
Data156,4,MCAC-1-1,757,0.3593,0.2186
Data156,4,MCAC-1-2,227,0.1181,0.0813
Data156,4,MCAC-2-1,1188,0.5003,0.2896
Data156,4,MCAC-3-1,393,0.2083,0.1149
Data157,5,CS-AKAC803,1067.11,0.64,0.42
Data157,5,CS-MSAC,687.63,0.31,0.22
Data157,5,CS-SHAC,391.36,0.23,0.15
