0,0025	112,8120
0,0037	125,7904
0,0050	139,2679
0,0056	152,2463
0,0088	164,7255
0,0137	175,2080
0,0181	184,1930
0,0237	193,6772
0,0300	202,1631
0,0388	213,1448
0,0463	220,1331
0,0538	226,1231
0,0613	232,1131
0,0694	237,1048
0,0775	243,0948
0,0881	248,5857
0,0969	253,0782
0,1063	258,5691
0,1181	263,5607
0,1287	267,5541
0,1381	272,0466
0,1481	276,5391
0,1581	279,5341
0,1688	284,0266
0,1794	287,0216
0,1919	290,5158
0,2050	294,0100
0,2156	297,0050
0,2262	299,5008
0,2362	301,9967
0,2463	303,4942
0,2581	305,9900
0,2700	307,9867
0,2806	309,9834
0,2925	310,9817
0,3031	311,9800
0,3150	313,4775
0,3294	314,4759
0,3419	316,9717
0,3519	317,9701
0,3631	318,9684
0,3750	319,4676
0,3875	320,4659
0,4006	320,9651
0,4131	321,4642
0,4244	321,9634
0,4369	321,9634
0,4469	322,4626
0,4619	323,4609
0,4750	323,4609
0,4869	323,9601
0,4994	323,9601
0,5494	324,9584
0,5994	326,9551
0,6506	328,4526
0,6994	328,4526
0,7300	329,9501
0,7600	330,4492
0,7887	330,9484
0,8025	331,4476
0,8144	331,9467
0,8263	331,9467
0,8394	332,4459
0,8519	332,4459
0,8644	332,9451
0,8781	333,9434
0,8931	333,9434
0,9075	334,4426
0,9219	334,9418
0,9350	334,9418
0,9506	335,9401
0,9638	337,9368
0,9750	338,4359
0,9844	340,9318
0,9937	343,4276
