0,0106	170,7699
0,0113	180,7968
0,0119	191,1370
0,0131	199,9105
0,0144	208,9973
0,0162	217,4575
0,0188	224,3509
0,0225	231,5577
0,0262	237,8245
0,0313	244,4046
0,0362	250,9848
0,0431	254,1182
0,0500	258,5049
0,0569	262,8917
0,0625	266,0251
0,0706	269,4718
0,0900	275,4252
0,1319	284,8254
0,1569	288,8988
0,1800	291,4055
0,2225	295,7923
0,2769	298,9257
0,3756	304,2525
0,4850	308,0125
0,5844	309,8926
0,6781	313,3393
0,7437	314,2793
0,7813	315,5327
0,8106	316,1594
0,8319	316,7860
0,8506	316,7860
0,8656	316,7860
0,8794	318,0394
0,8994	318,3527
0,9106	318,6661
0,9306	319,2928
0,9400	319,2928
0,9594	320,2328
0,9694	320,5461
0,9887	320,8594
