12,5000	2,3088
20,0000	3,7216
23,5000	4,2385
31,0000	5,5134
40,0000	6,9607
46,0000	7,6499
46,5000	7,6499
54,0000	8,5803
61,5000	9,5796
70,5000	10,5789
79,5000	11,4748
96,0000	12,9566
116,5000	14,5762
138,5000	16,1613
161,0000	17,7119
184,0000	19,1247
206,0000	20,3997
225,5000	21,4335
246,0000	22,4673
285,5000	24,2591
357,5000	26,9469
396,0000	28,2219
435,0000	29,3935
473,5000	30,4273
511,5000	31,4611
550,5000	32,3570
589,5000	33,1840
628,5000	33,9766
667,0000	34,7347
705,0000	35,3894
743,5000	36,0096
773,0000	36,4232
