0,0819	0,2554
0,0819	0,2471
0,0825	0,2745
0,0825	0,2645
0,0825	0,2396
0,0831	0,2181
0,0831	0,2073
0,0831	0,1949
0,0831	0,1791
0,0831	0,1650
0,0838	0,2305
0,0844	0,2836
0,0881	0,2927
0,0925	0,3043
0,0962	0,3143
0,1088	0,3184
0,1187	0,3201
0,1256	0,3201
0,1319	0,3201
0,1406	0,3217
0,1475	0,3226
0,1569	0,3234
0,1644	0,3234
0,1750	0,3242
0,1831	0,3242
0,1944	0,3250
0,2062	0,3275
0,2150	0,3275
0,2231	0,3275
0,2300	0,3275
0,2406	0,3275
0,2481	0,3275
0,2562	0,3275
0,2650	0,3284
0,2725	0,3284
0,2813	0,3284
0,2894	0,3284
0,2994	0,3292
0,3088	0,3292
0,3187	0,3292
0,3275	0,3292
0,3375	0,3300
0,3475	0,3300
0,3562	0,3300
0,3656	0,3300
0,3750	0,3292
0,3831	0,3292
0,3963	0,3292
0,4106	0,3284
0,4231	0,3284
0,4419	0,3292
0,4656	0,3292
0,4831	0,3292
0,4969	0,3292
0,5806	0,3267
0,6250	0,3259
0,6637	0,3275
0,6906	0,3275
0,7125	0,3267
0,7387	0,3275
0,7544	0,3275
0,7638	0,3275
0,7806	0,3267
0,7956	0,3275
0,8150	0,3284
0,8356	0,3300
0,8500	0,3342
0,8619	0,3375
0,8725	0,3416
0,8819	0,3474
0,8900	0,3532
0,8975	0,3582
0,9056	0,3640
0,9125	0,3715
