0,0113	56,4463
0,0188	57,5207
0,0250	58,1818
0,0325	58,8430
0,0406	59,2562
0,0500	59,8347
0,0625	60,2479
0,0712	60,4959
0,0819	60,7438
0,0913	60,8264
0,1019	61,0744
0,1119	61,2397
0,1219	61,4876
0,1306	61,6529
0,1400	61,6529
0,1519	61,7355
0,1619	61,9008
0,1737	61,9835
0,1819	62,0661
0,1906	62,2314
0,2013	62,3967
0,2131	62,3967
0,2250	62,4793
0,2412	62,5620
0,2512	62,6446
0,2619	62,8099
0,2719	63,0578
0,2825	63,0578
0,2906	62,9752
0,3031	62,9752
0,3100	62,9752
0,3212	63,0578
0,3363	63,0578
0,3500	63,3058
0,3613	63,3884
0,3719	63,4711
0,3837	63,7190
0,3925	63,5537
0,4212	63,5537
0,4619	63,6364
0,5094	63,6364
0,5494	63,8017
0,5987	63,8017
0,6481	63,8843
0,6975	63,9669
0,7381	63,9669
0,7681	64,0496
0,8156	64,2149
0,8388	64,4628
0,8594	64,3802
0,8919	64,3802
0,9319	64,5455
0,9394	64,4628
0,9712	64,6281
0,9950	64,9587
