0,0113	150,2014
0,0269	157,9371
0,0406	161,1604
0,0500	164,3836
0,0631	166,9621
0,0737	170,1853
0,0825	170,1853
0,0919	171,4746
0,1019	172,1193
0,1106	172,7639
0,1494	173,4085
0,1894	177,9210
0,2062	179,8549
0,2494	181,7889
0,2881	182,4335
0,3081	185,6567
0,3150	185,6567
0,3388	185,6567
0,3487	186,3014
0,3638	186,9460
0,3887	188,8799
0,4063	188,8799
0,4144	188,8799
0,4437	191,4585
0,4494	191,4585
0,4656	194,0371
0,4913	195,3264
0,5075	195,9710
0,5131	196,6156
0,5369	199,1942
0,5481	196,6156
0,5487	196,6156
0,5625	199,1942
0,5869	200,4835
0,6062	200,4835
0,6144	200,4835
0,6375	201,1281
0,6500	201,7728
0,6612	201,1281
0,6869	201,7728
0,7069	204,9960
0,7125	203,0620
0,7356	203,7067
0,7500	205,6406
0,7631	203,7067
0,7875	202,4174
0,8069	207,5745
0,8106	204,3513
0,8363	203,7067
0,8550	201,1281
0,8625	202,4174
0,8856	203,7067
0,9106	203,0620
0,9369	203,7067
0,9506	202,4174
0,9725	206,2852
0,9931	212,7317
