0,0031	185,0121
0,0075	199,1942
0,0125	211,4424
0,0213	221,7567
0,0306	230,7816
0,0500	241,7405
0,0694	246,8977
0,0819	250,1209
0,0975	253,9887
0,1119	256,5673
0,1419	262,3690
0,1831	270,7494
0,2100	275,9065
0,2406	281,7083
0,2831	289,4440
0,3094	293,3119
0,3394	301,0475
0,3638	304,9154
0,3900	308,1386
0,4063	308,7832
0,4556	317,8082
0,5044	328,1225
0,5544	338,4367
0,6019	350,0403
0,6513	363,5778
0,6981	380,3384
0,7544	408,0580
0,7994	437,7115
0,8462	490,5721
0,9019	580,8219
0,9469	677,5181
0,9800	705,2377
0,9925	731,0234
