0,0019	52,8674
0,0088	65,4122
0,0375	73,4767
0,0712	79,7491
0,1100	84,2294
0,1244	89,6057
0,1406	90,5018
0,1538	92,2939
0,1713	92,2939
0,1900	93,1900
0,2100	95,8781
0,2344	96,7742
0,2606	97,6702
0,2775	94,0860
0,2900	99,4624
0,3231	100,3584
0,3606	101,2545
0,4025	103,9426
0,4456	105,7348
0,4925	100,3584
0,5319	104,8387
0,5756	107,5269
0,6175	108,4229
0,6600	110,2151
0,6994	112,9032
0,7400	113,7993
0,7794	117,3835
0,8156	119,1756
0,8519	124,5520
0,8863	130,8244
0,9169	136,2007
0,9438	145,1613
0,9619	157,7061
0,9750	173,8351
0,9862	189,9642
0,9981	205,1971
