0,0031	259,0329
0,0037	267,0248
0,0050	275,0168
0,0088	283,4789
0,0094	292,8811
0,0106	303,6938
0,0125	313,5662
0,0156	323,9087
0,0175	333,7811
0,0200	341,7730
0,0237	350,2350
0,0281	360,5776
0,0325	369,0396
0,0375	378,4419
0,0425	386,4338
0,0475	393,4856
0,0525	401,0074
0,0656	418,4016
0,0725	426,8637
0,0825	438,1464
0,0925	449,4291
0,1025	460,2418
0,1213	478,1061
0,1419	495,9705
0,1612	511,9543
0,1825	526,0577
0,2025	538,7509
0,2494	560,8462
0,3100	579,1807
0,3669	588,1129
0,4144	591,8737
0,4644	594,6944
0,4956	596,5749
0,5450	597,9852
0,5950	599,3956
0,6450	601,2760
0,7444	603,1565
0,7937	603,6266
0,8138	603,6266
0,8438	603,6266
0,8687	605,0369
0,8938	605,0369
0,9181	605,5071
0,9438	605,5071
0,9881	605,9772
